date,open,high,low,close,volume,symbol
2025-01-03,64.94,65.71,64.64,65.3,3148974,000725.SZ
2025-01-04,65.86,67.52,65.38,66.31,3313138,000725.SZ
2025-01-05,66.0,67.04,65.43,66.58,3334985,000725.SZ
2025-01-06,67.03,67.52,66.11,67.42,3496983,000725.SZ
2025-01-07,66.11,67.34,65.96,66.32,2694996,000725.SZ
2025-01-08,65.38,66.55,65.39,65.71,2864977,000725.SZ
2025-01-09,65.48,66.39,65.27,66.11,3081156,000725.SZ
2025-01-10,65.69,66.18,64.76,65.86,3490986,000725.SZ
2025-01-11,66.25,67.84,65.68,66.54,3222885,000725.SZ
2025-01-12,67.15,68.18,67.07,67.34,2839082,000725.SZ
2025-01-13,66.56,67.98,65.93,67.16,2864718,000725.SZ
2025-01-14,66.19,67.45,65.58,66.68,3442025,000725.SZ
2025-01-15,67.41,67.75,66.3,67.53,3424594,000725.SZ
2025-01-16,68.24,69.16,67.96,68.25,2830129,000725.SZ
2025-01-17,66.87,67.46,66.16,66.92,3525934,000725.SZ
2025-01-18,67.62,68.95,67.13,68.19,3112796,000725.SZ
2025-01-19,68.09,69.7,67.53,68.4,2951224,000725.SZ
2025-01-20,68.1,69.34,67.34,68.42,2626232,000725.SZ
2025-01-21,68.68,69.4,68.43,69.04,2919382,000725.SZ
2025-01-22,68.91,70.28,68.29,69.14,2886758,000725.SZ
2025-01-23,68.38,69.32,67.49,68.6,2613330,000725.SZ
2025-01-24,68.45,69.51,67.91,68.46,2709059,000725.SZ
2025-01-25,67.41,68.41,66.99,67.53,3561942,000725.SZ
2025-01-26,66.22,67.34,66.33,66.59,2911264,000725.SZ
2025-01-27,67.2,68.32,66.3,67.55,2689861,000725.SZ
2025-01-28,68.39,69.27,67.83,68.64,2461952,000725.SZ
2025-01-29,67.71,68.63,67.91,68.28,2657255,000725.SZ
2025-01-30,67.95,69.65,67.8,68.35,3097556,000725.SZ
2025-01-31,68.8,69.09,67.52,68.83,2599089,000725.SZ
2025-02-01,68.63,69.4,68.97,69.06,2425241,000725.SZ
2025-02-02,67.82,68.63,67.75,68.16,2401040,000725.SZ
2025-02-03,68.9,69.91,68.94,69.46,3385771,000725.SZ
2025-02-04,67.73,69.15,67.25,68.14,3532994,000725.SZ
2025-02-05,68.19,68.94,67.8,68.33,2783270,000725.SZ
2025-02-06,68.5,69.58,68.32,68.67,2705902,000725.SZ
2025-02-07,69.66,70.58,69.84,70.02,3134789,000725.SZ
2025-02-08,70.17,70.74,70.02,70.69,2972371,000725.SZ
2025-02-09,70.75,72.45,70.52,71.46,2512067,000725.SZ
2025-02-10,70.99,72.34,69.77,71.17,3203051,000725.SZ
2025-02-11,71.91,72.74,70.66,72.07,3567022,000725.SZ
2025-02-12,72.27,73.46,72.11,72.49,3523631,000725.SZ
2025-02-13,70.99,71.57,70.66,71.41,3038185,000725.SZ
2025-02-14,72.24,73.77,72.52,72.76,2917617,000725.SZ
2025-02-15,71.81,72.34,70.91,72.21,3393409,000725.SZ
2025-02-16,73.46,74.26,73.27,73.62,2918247,000725.SZ
2025-02-17,74.61,76.14,74.51,74.96,3539933,000725.SZ
2025-02-18,75.28,76.65,74.01,75.36,2619309,000725.SZ
2025-02-19,74.91,76.42,74.81,75.33,3382584,000725.SZ
2025-02-20,75.85,76.9,75.37,76.29,3292210,000725.SZ
2025-02-21,76.51,77.28,77.23,77.25,3253547,000725.SZ
2025-02-22,76.08,78.12,75.66,76.83,3507079,000725.SZ
2025-02-23,76.06,76.91,75.38,76.43,3478419,000725.SZ
2025-02-24,76.85,78.18,76.16,77.63,2667964,000725.SZ
2025-02-25,78.44,79.98,78.46,79.0,2467164,000725.SZ
2025-02-26,77.85,79.06,77.22,78.49,2451856,000725.SZ
2025-02-27,76.76,78.29,75.59,76.93,2871896,000725.SZ
2025-02-28,77.06,77.97,76.64,77.62,2996801,000725.SZ
2025-03-01,78.18,79.73,77.51,78.61,2911833,000725.SZ
2025-03-02,77.26,79.13,76.2,77.72,3229165,000725.SZ
2025-03-03,77.38,78.56,76.28,77.76,2619236,000725.SZ
2025-03-04,78.25,79.63,77.82,78.48,2495757,000725.SZ
2025-03-05,77.91,79.54,78.07,78.61,3562617,000725.SZ
2025-03-06,77.29,78.21,77.02,77.86,2972595,000725.SZ
2025-03-07,77.27,78.61,76.24,77.71,3208062,000725.SZ
2025-03-08,78.64,79.69,78.86,79.14,3268061,000725.SZ
2025-03-09,78.6,79.58,77.65,79.05,2558954,000725.SZ
2025-03-10,79.18,79.52,78.82,79.5,2958340,000725.SZ
2025-03-11,80.13,82.03,79.26,80.66,2562059,000725.SZ
2025-03-12,81.09,81.94,81.07,81.32,3060311,000725.SZ
2025-03-13,80.55,81.84,79.08,80.7,2705160,000725.SZ
2025-03-14,78.98,80.54,79.15,79.64,3115437,000725.SZ
2025-03-15,78.79,79.81,78.31,79.18,3192303,000725.SZ
2025-03-16,77.33,79.23,76.9,78.11,3563797,000725.SZ
2025-03-17,78.86,80.16,78.52,79.42,2757075,000725.SZ
2025-03-18,79.6,80.15,78.97,80.06,3094777,000725.SZ
2025-03-19,78.62,79.41,78.73,79.25,3489282,000725.SZ
2025-03-20,78.67,79.73,78.54,79.06,3378935,000725.SZ
2025-03-21,78.84,79.96,78.71,78.89,2773348,000725.SZ
2025-03-22,78.42,80.16,78.79,79.21,2397390,000725.SZ
2025-03-23,77.67,78.62,76.6,77.69,2389209,000725.SZ
2025-03-24,77.48,79.07,77.14,77.93,2833585,000725.SZ
2025-03-25,77.46,79.01,77.62,77.79,2516067,000725.SZ
2025-03-26,76.57,78.25,76.81,77.03,2421005,000725.SZ
2025-03-27,76.62,77.32,76.25,76.67,3048266,000725.SZ
2025-03-28,76.39,77.53,76.73,77.11,3255830,000725.SZ
2025-03-29,76.31,77.18,75.75,76.52,2775866,000725.SZ
2025-03-30,76.55,77.62,75.39,76.79,3389717,000725.SZ
2025-03-31,77.73,78.52,77.05,78.22,3382492,000725.SZ
2025-04-01,77.14,78.17,76.5,77.75,3126965,000725.SZ
2025-04-02,77.21,77.54,76.19,77.23,3402216,000725.SZ
