date,open,high,low,close,volume,symbol
2025-01-04,53.0,53.99,52.54,53.35,2724198,601888.SH
2025-01-05,52.2,52.65,51.81,52.4,3525920,601888.SH
2025-01-06,51.71,52.86,51.92,52.11,3790063,601888.SH
2025-01-07,52.7,53.35,52.01,52.76,3390850,601888.SH
2025-01-08,51.68,52.96,51.41,51.97,3185644,601888.SH
2025-01-09,51.3,51.71,51.4,51.57,3748136,601888.SH
2025-01-10,51.96,52.73,51.88,52.36,2953750,601888.SH
2025-01-11,52.55,53.65,52.78,53.06,3008318,601888.SH
2025-01-12,52.21,52.85,51.77,52.48,3599916,601888.SH
2025-01-13,51.9,52.01,51.18,51.91,3427495,601888.SH
2025-01-14,52.69,52.74,51.73,52.72,3410465,601888.SH
2025-01-15,52.67,53.51,52.44,52.86,3645866,601888.SH
2025-01-16,53.26,54.1,52.78,53.54,3415428,601888.SH
2025-01-17,53.82,54.83,53.82,54.04,3797907,601888.SH
2025-01-18,52.51,53.4,52.06,52.98,2861984,601888.SH
2025-01-19,52.4,53.35,52.28,52.68,3655437,601888.SH
2025-01-20,51.28,52.58,50.97,51.66,3368840,601888.SH
2025-01-21,50.59,50.78,50.53,50.69,3300772,601888.SH
2025-01-22,50.26,51.41,50.22,50.66,3471472,601888.SH
2025-01-23,50.85,51.65,50.91,51.3,2925064,601888.SH
2025-01-24,52.11,52.67,51.87,52.23,2877685,601888.SH
2025-01-25,51.64,51.89,51.04,51.85,3662649,601888.SH
2025-01-26,51.61,52.71,51.41,51.79,2782100,601888.SH
2025-01-27,52.22,53.15,51.69,52.31,2700891,601888.SH
2025-01-28,51.05,51.58,50.44,51.45,2926260,601888.SH
2025-01-29,51.31,51.93,51.47,51.76,3377662,601888.SH
2025-01-30,50.84,51.26,50.92,51.17,3601671,601888.SH
2025-01-31,50.58,50.67,50.11,50.6,3380869,601888.SH
2025-02-01,50.53,51.52,50.17,50.62,3551134,601888.SH
2025-02-02,51.43,52.06,51.44,51.55,3768363,601888.SH
2025-02-03,50.82,51.21,50.08,51.03,2886803,601888.SH
2025-02-04,51.52,52.69,51.41,51.76,3496177,601888.SH
2025-02-05,52.13,52.43,51.74,52.14,3502568,601888.SH
2025-02-06,51.08,52.14,51.19,51.51,3334983,601888.SH
2025-02-07,50.74,51.33,50.84,51.21,2757834,601888.SH
2025-02-08,51.65,52.3,51.88,52.04,3775861,601888.SH
2025-02-09,52.1,53.21,51.68,52.18,2867101,601888.SH
2025-02-10,52.99,53.63,52.87,53.21,2816587,601888.SH
2025-02-11,52.44,53.69,52.71,52.76,3707707,601888.SH
2025-02-12,53.07,54.04,52.53,53.55,3629122,601888.SH
2025-02-13,53.69,55.01,53.56,54.16,3866024,601888.SH
2025-02-14,53.51,54.16,53.44,53.92,3861177,601888.SH
2025-02-15,53.34,54.04,53.55,53.81,3293532,601888.SH
2025-02-16,53.16,54.18,53.02,53.31,3450691,601888.SH
2025-02-17,53.55,54.5,52.75,53.79,3763249,601888.SH
2025-02-18,53.47,53.9,52.81,53.81,2867995,601888.SH
2025-02-19,52.55,53.87,52.69,53.04,3753974,601888.SH
2025-02-20,53.48,53.54,52.52,53.51,3405478,601888.SH
2025-02-21,52.31,52.81,51.84,52.65,3270099,601888.SH
2025-02-22,52.17,52.94,52.09,52.45,3620401,601888.SH
2025-02-23,52.92,54.08,52.19,53.24,3632330,601888.SH
2025-02-24,52.51,53.1,52.95,52.95,3060129,601888.SH
2025-02-25,51.78,52.5,51.69,51.98,3477043,601888.SH
2025-02-26,52.16,53.35,52.33,52.67,3073300,601888.SH
2025-02-27,52.79,53.69,51.9,52.83,3833432,601888.SH
2025-02-28,52.16,52.61,51.38,52.18,3351842,601888.SH
2025-03-01,51.81,53.07,52.03,52.28,3342226,601888.SH
2025-03-02,52.07,52.68,51.92,52.32,2989916,601888.SH
2025-03-03,52.71,53.56,51.74,52.71,3336487,601888.SH
2025-03-04,51.83,53.03,52.23,52.27,3129651,601888.SH
2025-03-05,52.94,53.59,52.5,53.05,3347729,601888.SH
2025-03-06,53.25,53.96,53.22,53.69,3085702,601888.SH
2025-03-07,52.34,53.53,52.7,52.86,3362121,601888.SH
2025-03-08,52.47,52.81,51.93,52.48,2838185,601888.SH
2025-03-09,52.72,52.99,52.08,52.94,3205733,601888.SH
2025-03-10,52.04,52.41,51.6,52.31,3799900,601888.SH
2025-03-11,51.59,52.02,51.31,51.8,3467760,601888.SH
2025-03-12,51.24,52.06,50.99,51.57,3560244,601888.SH
2025-03-13,50.36,51.59,50.21,50.8,2826881,601888.SH
2025-03-14,50.02,50.85,49.59,50.29,3217275,601888.SH
2025-03-15,51.02,51.5,51.03,51.23,3216042,601888.SH
2025-03-16,51.3,52.25,50.7,51.73,3484995,601888.SH
2025-03-17,52.14,52.6,51.8,52.32,3789763,601888.SH
2025-03-18,51.21,52.11,51.12,51.47,3007099,601888.SH
2025-03-19,51.23,51.37,50.62,51.31,3380288,601888.SH
2025-03-20,51.17,51.46,50.94,51.19,3464379,601888.SH
2025-03-21,50.12,51.34,50.13,50.46,3478727,601888.SH
2025-03-22,50.23,50.87,50.14,50.61,3455325,601888.SH
2025-03-23,49.97,50.84,49.19,50.07,2624816,601888.SH
2025-03-24,49.76,50.25,49.29,50.08,2825794,601888.SH
2025-03-25,50.1,50.78,50.49,50.6,3397471,601888.SH
2025-03-26,50.63,51.03,50.21,50.8,2841513,601888.SH
2025-03-27,49.8,50.37,49.37,49.86,2800839,601888.SH
2025-03-28,50.0,50.76,49.81,50.23,3581162,601888.SH
2025-03-29,50.44,50.84,50.11,50.64,2773157,601888.SH
2025-03-30,50.41,51.32,50.04,50.85,3473030,601888.SH
2025-03-31,51.28,52.19,51.41,51.44,3261681,601888.SH
2025-04-01,50.51,51.09,50.68,50.94,2905521,601888.SH
2025-04-02,50.47,51.57,49.95,50.57,3426945,601888.SH
2025-04-03,49.76,50.26,49.54,50.12,3346763,601888.SH
