date,open,high,low,close,volume,symbol
2025-01-03,90.56,93.07,89.56,91.33,1943182,002304.SZ
2025-01-04,91.97,94.09,91.92,92.66,2401055,002304.SZ
2025-01-05,91.0,92.23,90.09,91.69,2480586,002304.SZ
2025-01-06,90.18,91.9,89.83,90.77,2461878,002304.SZ
2025-01-07,89.3,91.7,88.83,90.04,1995671,002304.SZ
2025-01-08,90.89,93.05,90.06,91.61,2369540,002304.SZ
2025-01-09,91.39,91.87,89.78,91.6,2299650,002304.SZ
2025-01-10,89.0,91.17,89.58,89.77,2505147,002304.SZ
2025-01-11,90.14,91.78,89.85,90.67,2288248,002304.SZ
2025-01-12,89.74,91.09,90.32,90.37,2012129,002304.SZ
2025-01-13,90.35,91.77,90.54,90.73,2511821,002304.SZ
2025-01-14,89.51,91.53,89.53,90.32,2357085,002304.SZ
2025-01-15,89.79,90.94,89.74,89.98,2206248,002304.SZ
2025-01-16,91.54,92.81,91.53,91.73,2231059,002304.SZ
2025-01-17,90.42,92.64,89.81,90.98,2072483,002304.SZ
2025-01-18,89.75,91.69,89.95,90.13,2174528,002304.SZ
2025-01-19,90.0,92.56,89.59,90.88,1863635,002304.SZ
2025-01-20,91.14,92.63,91.4,91.68,2198816,002304.SZ
2025-01-21,91.17,92.23,91.74,91.8,2363570,002304.SZ
2025-01-22,92.23,93.3,91.93,92.94,2199282,002304.SZ
2025-01-23,92.38,94.06,92.34,92.96,2344869,002304.SZ
2025-01-24,92.24,93.31,91.6,93.06,2152453,002304.SZ
2025-01-25,91.43,92.1,91.2,91.58,1747700,002304.SZ
2025-01-26,92.06,93.5,91.71,92.86,2223790,002304.SZ
2025-01-27,92.17,93.71,92.28,92.43,1968098,002304.SZ
2025-01-28,90.36,91.26,90.72,90.83,2365045,002304.SZ
2025-01-29,89.8,90.03,88.88,89.91,2421036,002304.SZ
2025-01-30,88.39,89.78,87.62,88.45,2475022,002304.SZ
2025-01-31,88.93,90.07,89.41,89.52,2362872,002304.SZ
2025-02-01,87.38,88.98,87.51,87.83,2092424,002304.SZ
2025-02-02,87.65,89.53,87.46,87.78,2347123,002304.SZ
2025-02-03,89.25,90.41,89.43,89.45,1712029,002304.SZ
2025-02-04,89.39,91.08,89.65,90.23,2373983,002304.SZ
2025-02-05,90.88,91.85,90.16,90.9,2013188,002304.SZ
2025-02-06,90.55,93.28,90.85,91.46,2336885,002304.SZ
2025-02-07,90.61,93.07,90.01,91.39,2142778,002304.SZ
2025-02-08,90.2,91.91,90.82,90.91,2140917,002304.SZ
2025-02-09,91.88,92.12,90.69,91.96,2400922,002304.SZ
2025-02-10,90.18,91.4,88.86,90.33,2320774,002304.SZ
2025-02-11,89.93,91.03,90.36,90.43,1868081,002304.SZ
2025-02-12,89.17,90.61,87.99,89.66,1745689,002304.SZ
2025-02-13,87.46,89.71,87.8,88.02,2074228,002304.SZ
2025-02-14,86.09,86.71,86.12,86.52,1675781,002304.SZ
2025-02-15,84.87,85.84,84.29,85.27,1731935,002304.SZ
2025-02-16,84.07,85.75,83.03,84.29,1724884,002304.SZ
2025-02-17,82.92,84.02,81.64,83.02,2019763,002304.SZ
2025-02-18,81.99,82.97,81.38,82.56,2266226,002304.SZ
2025-02-19,81.05,82.13,80.12,81.63,1814021,002304.SZ
2025-02-20,81.89,83.41,81.42,82.63,1889888,002304.SZ
2025-02-21,83.56,84.75,82.61,83.91,2289124,002304.SZ
2025-02-22,81.96,82.84,82.45,82.49,2325988,002304.SZ
2025-02-23,83.05,83.95,82.6,83.64,2128769,002304.SZ
2025-02-24,81.78,82.68,80.72,81.99,1965086,002304.SZ
2025-02-25,82.68,84.39,81.64,82.8,1913542,002304.SZ
2025-02-26,81.0,81.48,79.99,81.35,1960909,002304.SZ
2025-02-27,80.02,82.12,80.49,80.75,1969029,002304.SZ
2025-02-28,80.0,80.77,78.79,80.16,1959165,002304.SZ
2025-03-01,79.45,81.0,78.61,80.18,1743495,002304.SZ
2025-03-02,78.02,79.01,77.28,78.72,1697446,002304.SZ
2025-03-03,78.07,79.73,77.65,78.76,2435589,002304.SZ
2025-03-04,78.56,79.98,78.36,78.63,1744768,002304.SZ
2025-03-05,77.74,78.15,77.35,77.91,1702059,002304.SZ
2025-03-06,78.85,79.91,78.81,79.04,2364550,002304.SZ
2025-03-07,79.25,80.93,79.65,79.73,2345266,002304.SZ
2025-03-08,78.95,79.82,78.32,78.97,1728925,002304.SZ
2025-03-09,77.26,78.13,77.51,77.9,2295335,002304.SZ
2025-03-10,77.73,78.3,76.89,77.88,2329735,002304.SZ
2025-03-11,77.4,78.13,77.77,77.81,2439699,002304.SZ
2025-03-12,78.59,79.6,77.85,79.35,2385298,002304.SZ
2025-03-13,77.81,79.86,78.4,78.57,1986024,002304.SZ
2025-03-14,79.06,80.22,78.73,79.24,1952680,002304.SZ
2025-03-15,80.32,82.1,80.16,80.81,1984242,002304.SZ
2025-03-16,80.28,80.98,80.36,80.8,2499810,002304.SZ
2025-03-17,80.74,82.86,80.75,81.43,2038871,002304.SZ
2025-03-18,80.43,81.31,79.93,81.04,1768963,002304.SZ
2025-03-19,79.38,80.3,79.4,79.67,1980811,002304.SZ
2025-03-20,79.41,80.95,78.65,79.8,1822853,002304.SZ
2025-03-21,80.33,82.27,79.76,81.07,2332335,002304.SZ
2025-03-22,80.47,81.25,80.63,80.79,2227535,002304.SZ
2025-03-23,79.7,81.0,79.8,80.08,2370434,002304.SZ
2025-03-24,78.33,79.55,78.4,78.61,2121246,002304.SZ
2025-03-25,79.46,81.11,79.53,79.76,2101668,002304.SZ
2025-03-26,80.34,82.34,80.32,81.04,1690838,002304.SZ
2025-03-27,79.86,81.5,78.56,79.95,1893331,002304.SZ
2025-03-28,78.49,80.14,78.53,79.02,2322403,002304.SZ
2025-03-29,80.51,81.79,79.89,80.54,1905871,002304.SZ
2025-03-30,81.71,82.46,80.38,81.96,1894551,002304.SZ
2025-03-31,81.09,82.51,80.56,81.12,1783308,002304.SZ
2025-04-01,79.77,80.84,78.64,79.83,1892560,002304.SZ
2025-04-02,79.86,81.48,79.21,80.03,2473826,002304.SZ
