date,open,high,low,close,volume,symbol
2025-01-03,76.94,79.0,76.14,77.56,5658362,601857.SH
2025-01-04,78.6,79.04,78.76,78.96,4418334,601857.SH
2025-01-05,78.2,78.75,77.07,78.62,3843286,601857.SH
2025-01-06,78.93,79.72,77.79,79.32,5515821,601857.SH
2025-01-07,77.82,78.62,77.12,78.07,5738542,601857.SH
2025-01-08,79.02,80.42,78.65,79.13,5562928,601857.SH
2025-01-09,77.93,79.86,77.41,78.71,4613337,601857.SH
2025-01-10,78.91,80.73,78.07,79.6,4150868,601857.SH
2025-01-11,79.76,80.97,79.27,80.07,4890043,601857.SH
2025-01-12,78.52,79.76,78.04,78.74,3917732,601857.SH
2025-01-13,78.72,79.84,78.42,79.08,4826287,601857.SH
2025-01-14,77.55,78.81,77.47,77.83,4830123,601857.SH
2025-01-15,78.72,80.22,78.49,79.26,5419861,601857.SH
2025-01-16,78.58,79.43,78.21,78.93,3925854,601857.SH
2025-01-17,80.3,81.96,79.89,80.37,5707084,601857.SH
2025-01-18,80.06,80.98,78.79,80.12,4729055,601857.SH
2025-01-19,79.5,80.61,78.67,79.78,4703512,601857.SH
2025-01-20,80.61,81.38,80.82,81.04,5398033,601857.SH
2025-01-21,81.09,82.08,80.32,81.4,4286983,601857.SH
2025-01-22,81.74,83.6,80.74,82.03,5428805,601857.SH
2025-01-23,82.31,84.63,81.65,83.04,4104572,601857.SH
2025-01-24,82.78,84.69,83.22,83.31,4433536,601857.SH
2025-01-25,82.3,83.05,81.77,82.57,3888053,601857.SH
2025-01-26,82.84,84.29,82.74,83.58,5516054,601857.SH
2025-01-27,83.7,84.85,82.28,83.85,5574446,601857.SH
2025-01-28,81.47,82.97,81.31,82.25,5756708,601857.SH
2025-01-29,81.41,82.17,81.81,82.05,4063706,601857.SH
2025-01-30,82.35,82.99,81.63,82.79,5560910,601857.SH
2025-01-31,81.27,81.56,81.38,81.48,4803017,601857.SH
2025-02-01,80.73,82.96,81.1,81.37,5345892,601857.SH
2025-02-02,81.82,82.24,80.34,81.83,4662974,601857.SH
2025-02-03,82.61,83.63,82.54,83.03,3994744,601857.SH
2025-02-04,81.34,83.25,81.15,82.08,4493359,601857.SH
2025-02-05,82.17,83.6,81.0,82.49,4698478,601857.SH
2025-02-06,82.47,83.22,81.64,82.55,4304591,601857.SH
2025-02-07,81.14,82.64,80.06,81.59,5427567,601857.SH
2025-02-08,82.01,83.57,81.98,82.29,5040959,601857.SH
2025-02-09,81.3,81.61,80.83,81.35,3915723,601857.SH
2025-02-10,81.92,82.44,81.6,82.26,4040719,601857.SH
2025-02-11,82.32,82.96,82.28,82.36,4187526,601857.SH
2025-02-12,82.06,83.53,82.4,82.77,4393007,601857.SH
2025-02-13,83.72,84.86,83.26,84.03,4312659,601857.SH
2025-02-14,82.8,83.99,82.37,83.52,5187007,601857.SH
2025-02-15,81.54,82.14,80.89,82.0,4525927,601857.SH
2025-02-16,82.37,83.22,82.39,82.45,4815208,601857.SH
2025-02-17,82.15,82.57,81.46,82.38,4866220,601857.SH
2025-02-18,82.9,83.67,82.75,83.54,3946540,601857.SH
2025-02-19,83.78,84.57,83.91,84.36,4985651,601857.SH
2025-02-20,84.15,86.11,84.27,84.63,5119554,601857.SH
2025-02-21,85.52,87.44,85.31,86.15,5386754,601857.SH
2025-02-22,85.18,86.04,85.78,85.88,5548513,601857.SH
2025-02-23,85.54,86.47,85.07,85.57,4328181,601857.SH
2025-02-24,86.84,87.28,85.97,87.22,5339299,601857.SH
2025-02-25,85.24,86.73,84.58,85.67,5121440,601857.SH
2025-02-26,85.02,85.66,84.6,85.35,4959826,601857.SH
2025-02-27,84.95,85.68,84.78,85.36,5406597,601857.SH
2025-02-28,85.13,85.89,85.53,85.7,3871017,601857.SH
2025-03-01,85.64,87.82,85.64,86.22,5193013,601857.SH
2025-03-02,84.76,86.78,84.72,85.14,5407058,601857.SH
2025-03-03,83.79,85.25,83.72,84.46,4729358,601857.SH
2025-03-04,83.04,85.13,82.46,83.47,3865258,601857.SH
2025-03-05,81.74,83.46,82.19,82.32,4056047,601857.SH
2025-03-06,82.98,84.41,82.92,83.68,4670236,601857.SH
2025-03-07,84.32,85.77,83.48,84.68,4936961,601857.SH
2025-03-08,85.76,86.45,84.79,86.28,4593999,601857.SH
2025-03-09,86.99,88.21,85.9,87.09,5321584,601857.SH
2025-03-10,87.23,88.26,87.27,87.81,5680436,601857.SH
2025-03-11,86.26,88.17,85.59,86.76,4935108,601857.SH
2025-03-12,86.13,87.06,86.69,86.81,5756426,601857.SH
2025-03-13,84.8,86.76,85.07,85.22,5608749,601857.SH
2025-03-14,85.78,86.37,84.47,85.81,4184126,601857.SH
2025-03-15,86.82,88.11,87.16,87.38,4114148,601857.SH
2025-03-16,87.6,88.82,87.63,88.38,5624222,601857.SH
2025-03-17,86.55,88.89,85.89,87.23,5247982,601857.SH
2025-03-18,85.69,86.64,85.74,86.1,4954873,601857.SH
2025-03-19,84.29,85.47,84.03,84.75,3977493,601857.SH
2025-03-20,84.83,86.12,85.17,85.24,4721180,601857.SH
2025-03-21,86.16,87.81,85.46,86.85,5138660,601857.SH
2025-03-22,86.3,86.9,86.17,86.88,4134738,601857.SH
2025-03-23,87.61,88.57,87.51,88.33,4771892,601857.SH
2025-03-24,88.37,89.58,89.12,89.26,5035964,601857.SH
2025-03-25,87.28,87.66,86.33,87.52,4138324,601857.SH
2025-03-26,87.58,89.11,87.65,87.78,5476133,601857.SH
2025-03-27,87.51,88.18,86.58,87.93,5189885,601857.SH
2025-03-28,88.46,90.26,87.64,88.7,4453906,601857.SH
2025-03-29,88.64,90.19,88.92,89.11,4828233,601857.SH
2025-03-30,89.39,91.8,89.5,90.22,3883067,601857.SH
2025-03-31,90.34,91.46,90.51,90.66,5074445,601857.SH
2025-04-01,88.46,90.9,89.22,89.32,3891772,601857.SH
2025-04-02,87.29,88.1,86.22,87.83,4503644,601857.SH
