date,open,high,low,close,volume,symbol
2025-01-03,87.28,88.22,87.49,87.57,2559958,000333.SZ
2025-01-04,85.97,87.69,86.1,86.18,2662205,000333.SZ
2025-01-05,84.5,84.97,83.97,84.67,2841556,000333.SZ
2025-01-06,85.34,87.89,84.91,86.17,3131171,000333.SZ
2025-01-07,86.02,86.18,85.69,86.11,2699551,000333.SZ
2025-01-08,84.47,86.13,84.22,84.64,3802171,000333.SZ
2025-01-09,82.74,83.55,83.14,83.33,3290193,000333.SZ
2025-01-10,81.29,82.24,81.25,81.68,3261282,000333.SZ
2025-01-11,80.38,82.77,81.11,81.18,3707163,000333.SZ
2025-01-12,81.76,83.36,81.87,82.18,3638590,000333.SZ
2025-01-13,82.19,82.97,82.12,82.65,3232423,000333.SZ
2025-01-14,81.37,81.82,81.07,81.6,3322167,000333.SZ
2025-01-15,80.25,81.29,80.16,80.55,3068234,000333.SZ
2025-01-16,80.95,82.48,81.11,81.21,2690635,000333.SZ
2025-01-17,82.19,83.08,81.9,82.82,2657107,000333.SZ
2025-01-18,82.5,84.26,82.98,83.1,3247154,000333.SZ
2025-01-19,82.89,84.62,83.09,83.4,3426777,000333.SZ
2025-01-20,81.84,83.29,81.34,82.03,3044727,000333.SZ
2025-01-21,82.59,83.79,82.23,83.02,3078222,000333.SZ
2025-01-22,81.11,83.23,80.32,81.83,3511032,000333.SZ
2025-01-23,80.54,80.97,79.48,80.83,3714979,000333.SZ
2025-01-24,78.98,81.0,79.02,79.53,2598030,000333.SZ
2025-01-25,80.38,81.11,80.79,81.07,3281907,000333.SZ
2025-01-26,81.27,83.33,81.26,82.01,2689797,000333.SZ
2025-01-27,82.55,83.29,81.62,82.79,2918946,000333.SZ
2025-01-28,83.22,84.81,81.86,83.34,3147111,000333.SZ
2025-01-29,83.46,85.09,83.25,84.1,2595139,000333.SZ
2025-01-30,82.09,82.84,81.87,82.69,3258437,000333.SZ
2025-01-31,82.05,82.47,81.11,82.22,3798303,000333.SZ
2025-02-01,81.41,83.21,81.49,81.96,3445511,000333.SZ
2025-02-02,82.29,83.63,82.6,83.06,2872253,000333.SZ
2025-02-03,81.56,81.76,80.4,81.62,3342515,000333.SZ
2025-02-04,81.23,81.92,81.08,81.83,2782613,000333.SZ
2025-02-05,79.68,80.35,79.49,80.25,2579123,000333.SZ
2025-02-06,80.55,81.84,80.39,81.17,2638641,000333.SZ
2025-02-07,81.08,81.7,80.86,81.6,3432667,000333.SZ
2025-02-08,80.47,81.42,80.72,80.97,3697394,000333.SZ
2025-02-09,81.71,82.66,81.63,81.91,3702696,000333.SZ
2025-02-10,82.51,83.88,82.15,82.69,3346356,000333.SZ
2025-02-11,81.06,81.19,79.91,81.12,2992985,000333.SZ
2025-02-12,80.98,82.83,80.04,81.25,3744434,000333.SZ
2025-02-13,80.22,80.95,80.18,80.93,3557854,000333.SZ
2025-02-14,80.4,82.16,80.98,81.13,3234782,000333.SZ
2025-02-15,82.19,84.21,81.15,82.6,2777632,000333.SZ
2025-02-16,82.7,84.81,82.65,83.4,2539454,000333.SZ
2025-02-17,84.0,85.17,83.92,84.18,2641507,000333.SZ
2025-02-18,85.18,86.05,85.65,85.86,3345987,000333.SZ
2025-02-19,85.83,87.26,86.5,86.57,3158292,000333.SZ
2025-02-20,86.55,88.42,86.7,86.81,2743484,000333.SZ
2025-02-21,85.38,86.15,84.02,85.71,3627690,000333.SZ
2025-02-22,85.66,87.86,86.0,86.36,2886489,000333.SZ
2025-02-23,85.97,87.12,85.92,86.31,2605852,000333.SZ
2025-02-24,86.93,88.44,86.66,87.56,3229378,000333.SZ
2025-02-25,86.74,88.35,85.81,87.1,3501449,000333.SZ
2025-02-26,87.39,89.09,87.45,87.78,3301995,000333.SZ
2025-02-27,85.62,86.87,85.28,86.16,3599711,000333.SZ
2025-02-28,86.76,87.66,86.99,87.23,3376279,000333.SZ
2025-03-01,87.04,87.61,86.38,87.21,3435872,000333.SZ
2025-03-02,85.32,87.11,84.2,85.68,3349164,000333.SZ
2025-03-03,85.09,86.86,84.25,85.86,3621835,000333.SZ
2025-03-04,85.67,86.41,84.85,86.31,2658136,000333.SZ
2025-03-05,85.75,87.19,84.42,85.87,3172935,000333.SZ
2025-03-06,83.77,85.06,82.94,84.22,2882614,000333.SZ
2025-03-07,83.39,84.46,82.92,84.2,3738352,000333.SZ
2025-03-08,83.38,83.51,82.09,83.41,3065753,000333.SZ
2025-03-09,84.59,85.98,84.25,84.68,2954626,000333.SZ
2025-03-10,85.45,86.36,83.91,85.59,3687028,000333.SZ
2025-03-11,83.1,84.84,83.61,83.88,3790537,000333.SZ
2025-03-12,85.1,86.26,83.79,85.24,3282608,000333.SZ
2025-03-13,84.89,87.24,84.75,85.65,2724290,000333.SZ
2025-03-14,84.45,85.54,84.46,84.99,2934718,000333.SZ
2025-03-15,83.23,84.51,83.23,83.62,2951411,000333.SZ
2025-03-16,84.3,86.1,83.44,84.67,3748935,000333.SZ
2025-03-17,83.36,84.12,82.69,83.53,2841947,000333.SZ
2025-03-18,81.91,83.15,81.91,82.37,2660998,000333.SZ
2025-03-19,80.49,82.58,79.78,81.17,3012465,000333.SZ
2025-03-20,80.85,82.15,80.72,81.24,2912356,000333.SZ
2025-03-21,81.69,82.9,81.04,82.38,2912597,000333.SZ
2025-03-22,81.28,81.62,80.07,81.55,3769537,000333.SZ
2025-03-23,82.08,82.79,81.18,82.16,3056621,000333.SZ
2025-03-24,81.6,83.46,81.66,82.06,2690656,000333.SZ
2025-03-25,81.06,82.83,80.33,81.61,3326155,000333.SZ
2025-03-26,81.87,82.15,81.6,82.11,3562975,000333.SZ
2025-03-27,80.93,81.38,79.78,81.23,2558129,000333.SZ
2025-03-28,80.96,81.17,79.51,81.08,3521260,000333.SZ
2025-03-29,81.21,81.96,81.31,81.34,3543677,000333.SZ
2025-03-30,80.71,81.52,79.49,80.82,3286089,000333.SZ
2025-03-31,79.98,80.58,79.18,80.02,2931829,000333.SZ
2025-04-01,79.25,79.78,78.59,79.62,2830067,000333.SZ
2025-04-02,79.21,80.48,78.77,79.29,2680299,000333.SZ
