date,open,high,low,close,volume,symbol
2025-01-03,74.56,75.62,73.59,74.88,1323770,300760.SZ
2025-01-04,73.38,75.2,73.86,73.87,1759036,300760.SZ
2025-01-05,74.17,75.87,74.26,74.38,1462832,300760.SZ
2025-01-06,73.82,75.04,73.27,74.03,1589641,300760.SZ
2025-01-07,73.39,74.95,72.93,74.09,1267866,300760.SZ
2025-01-08,74.44,75.16,74.19,74.69,1296727,300760.SZ
2025-01-09,75.12,76.26,74.81,75.61,1696425,300760.SZ
2025-01-10,75.29,76.45,74.98,75.41,1532153,300760.SZ
2025-01-11,74.84,75.93,74.74,75.46,1373381,300760.SZ
2025-01-12,75.91,78.15,76.02,76.68,1547663,300760.SZ
2025-01-13,76.36,77.77,76.0,76.84,1742115,300760.SZ
2025-01-14,76.88,77.64,76.57,77.52,1411684,300760.SZ
2025-01-15,76.51,77.15,76.7,76.99,1792975,300760.SZ
2025-01-16,75.74,76.36,74.78,76.18,1728375,300760.SZ
2025-01-17,75.59,77.45,74.95,76.17,1357539,300760.SZ
2025-01-18,75.71,77.06,76.12,76.45,1797260,300760.SZ
2025-01-19,74.69,76.04,73.78,75.03,1217794,300760.SZ
2025-01-20,74.07,75.1,73.16,74.4,1305622,300760.SZ
2025-01-21,72.67,74.12,72.62,73.26,1405688,300760.SZ
2025-01-22,74.66,75.29,74.14,74.67,1267183,300760.SZ
2025-01-23,73.38,74.39,73.75,74.07,1535133,300760.SZ
2025-01-24,74.31,75.27,73.55,74.57,1485126,300760.SZ
2025-01-25,74.54,74.77,73.65,74.72,1293650,300760.SZ
2025-01-26,72.97,73.46,72.34,73.45,1604890,300760.SZ
2025-01-27,72.15,73.39,71.49,72.71,1569598,300760.SZ
2025-01-28,73.02,74.01,72.76,73.23,1204730,300760.SZ
2025-01-29,72.93,74.99,72.53,73.61,1684481,300760.SZ
2025-01-30,74.16,75.82,73.6,74.67,1664502,300760.SZ
2025-01-31,75.58,76.36,75.02,76.05,1395554,300760.SZ
2025-02-01,74.42,74.81,73.27,74.72,1307579,300760.SZ
2025-02-02,75.66,76.1,75.01,75.92,1757911,300760.SZ
2025-02-03,74.14,75.6,73.61,74.7,1420423,300760.SZ
2025-02-04,74.28,75.16,73.44,74.82,1482055,300760.SZ
2025-02-05,74.91,75.23,74.69,74.93,1474805,300760.SZ
2025-02-06,73.78,74.17,73.07,73.98,1380960,300760.SZ
2025-02-07,73.17,75.04,72.65,73.69,1389996,300760.SZ
2025-02-08,72.38,72.97,71.43,72.83,1742754,300760.SZ
2025-02-09,73.89,74.93,73.54,74.06,1633829,300760.SZ
2025-02-10,73.98,75.77,73.56,74.64,1282387,300760.SZ
2025-02-11,75.47,76.52,74.39,75.62,1419347,300760.SZ
2025-02-12,75.87,77.11,76.24,76.48,1469265,300760.SZ
2025-02-13,75.3,76.26,75.68,75.99,1521529,300760.SZ
2025-02-14,77.21,78.53,75.87,77.34,1782888,300760.SZ
2025-02-15,77.91,78.63,76.94,77.98,1716604,300760.SZ
2025-02-16,78.71,79.56,77.79,79.23,1795773,300760.SZ
2025-02-17,79.2,80.08,79.19,79.83,1222334,300760.SZ
2025-02-18,79.31,80.23,78.42,79.41,1434724,300760.SZ
2025-02-19,79.12,80.04,78.97,79.18,1311384,300760.SZ
2025-02-20,78.24,79.44,77.92,78.25,1617736,300760.SZ
2025-02-21,79.22,80.47,78.33,79.54,1704817,300760.SZ
2025-02-22,78.37,80.5,77.77,79.12,1372932,300760.SZ
2025-02-23,79.27,80.35,79.42,79.98,1268715,300760.SZ
2025-02-24,79.31,81.12,79.29,79.71,1618967,300760.SZ
2025-02-25,79.7,80.69,79.07,79.79,1692428,300760.SZ
