date,open,high,low,close,volume,symbol
2025-01-03,36.06,36.42,36.07,36.09,3940542,600703.SH
2025-01-04,36.41,37.36,36.16,36.76,4938099,600703.SH
2025-01-05,36.57,36.96,36.5,36.9,4172044,600703.SH
2025-01-06,37.34,38.2,37.18,37.56,5430427,600703.SH
2025-01-07,38.07,38.25,38.0,38.13,5524911,600703.SH
2025-01-08,37.69,38.23,37.64,38.04,5355182,600703.SH
2025-01-09,38.47,39.53,38.29,38.79,4659053,600703.SH
2025-01-10,39.12,39.68,38.62,39.21,4110022,600703.SH
2025-01-11,38.95,39.58,38.75,38.96,3936707,600703.SH
2025-01-12,39.31,39.57,39.44,39.48,5235853,600703.SH
2025-01-13,40.16,40.87,40.08,40.17,4083535,600703.SH
2025-01-14,39.62,40.63,39.37,39.85,4218921,600703.SH
2025-01-15,39.33,39.66,39.22,39.52,4494195,600703.SH
2025-01-16,39.18,39.91,38.78,39.49,4518656,600703.SH
2025-01-17,39.78,40.58,39.91,39.97,5208536,600703.SH
2025-01-18,39.89,40.24,39.38,40.12,4245688,600703.SH
2025-01-19,40.38,40.94,39.69,40.49,4348318,600703.SH
2025-01-20,39.92,40.69,39.88,39.96,3806064,600703.SH
2025-01-21,39.1,39.79,38.87,39.31,3839968,600703.SH
2025-01-22,39.4,40.21,39.0,39.71,5585698,600703.SH
2025-01-23,39.51,40.05,39.13,39.59,5658287,600703.SH
2025-01-24,40.19,40.45,40.03,40.29,5436081,600703.SH
2025-01-25,40.15,40.66,39.62,40.24,4081154,600703.SH
2025-01-26,39.44,40.11,39.54,39.63,4849653,600703.SH
2025-01-27,39.7,39.85,39.63,39.83,4712412,600703.SH
2025-01-28,39.17,39.57,38.91,39.37,4421477,600703.SH
2025-01-29,38.71,38.81,38.68,38.73,5540358,600703.SH
2025-01-30,39.24,39.41,38.84,39.39,5538688,600703.SH
2025-01-31,38.76,39.74,38.8,39.1,4172125,600703.SH
2025-02-01,39.17,39.82,38.48,39.25,4520762,600703.SH
2025-02-02,39.23,39.31,38.83,39.31,4901820,600703.SH
2025-02-03,38.61,38.61,37.91,38.61,5496562,600703.SH
2025-02-04,38.33,39.18,38.03,38.64,5218080,600703.SH
2025-02-05,37.98,39.05,38.24,38.31,4673913,600703.SH
2025-02-06,37.66,37.92,37.27,37.83,4698817,600703.SH
