date,open,high,low,close,volume,symbol
2025-01-04,27.71,27.88,27.74,27.79,2134592,000001.SZ
2025-01-05,27.34,27.74,27.22,27.45,2503264,000001.SZ
2025-01-06,27.41,27.66,27.28,27.65,2352669,000001.SZ
2025-01-07,27.52,27.67,27.12,27.56,2730723,000001.SZ
2025-01-08,27.88,28.57,27.57,28.07,2468967,000001.SZ
2025-01-09,27.56,28.09,27.55,27.61,2176151,000001.SZ
2025-01-10,27.37,27.9,27.35,27.52,3156763,000001.SZ
2025-01-11,27.72,28.14,27.18,27.73,3025212,000001.SZ
2025-01-12,27.78,28.06,27.75,28.0,2433770,000001.SZ
2025-01-13,28.38,28.53,28.45,28.46,2447825,000001.SZ
2025-01-14,28.59,28.94,28.63,28.66,2360327,000001.SZ
2025-01-15,28.58,29.15,28.69,28.75,2291064,000001.SZ
2025-01-16,28.53,28.68,28.34,28.65,2875558,000001.SZ
2025-01-17,28.56,29.17,28.32,28.84,2683978,000001.SZ
2025-01-18,28.19,28.64,28.32,28.42,2283111,000001.SZ
2025-01-19,28.69,29.32,28.39,28.9,2505618,000001.SZ
2025-01-20,28.95,29.2,28.53,29.05,2935902,000001.SZ
2025-01-21,28.77,29.32,28.9,28.96,3164181,000001.SZ
2025-01-22,29.31,29.73,29.34,29.48,2614632,000001.SZ
2025-01-23,29.96,30.33,29.76,29.96,2746721,000001.SZ
2025-01-24,29.89,30.54,29.62,29.99,3079979,000001.SZ
2025-01-25,29.21,30.0,29.31,29.41,3126398,000001.SZ
2025-01-26,28.78,29.02,28.55,28.99,3129769,000001.SZ
2025-01-27,29.07,29.35,29.27,29.28,3119554,000001.SZ
2025-01-28,28.65,29.22,28.41,28.72,2164680,000001.SZ
2025-01-29,28.75,28.95,28.45,28.79,3033115,000001.SZ
2025-01-30,29.32,29.8,29.19,29.33,2733221,000001.SZ
2025-01-31,29.43,30.13,29.36,29.69,2548408,000001.SZ
2025-02-01,29.22,29.28,29.19,29.25,2198416,000001.SZ
2025-02-02,28.77,28.94,28.89,28.93,2895397,000001.SZ
2025-02-03,29.41,29.62,29.04,29.47,2740767,000001.SZ
2025-02-04,28.83,29.61,28.98,29.12,2754917,000001.SZ
2025-02-05,28.87,29.2,29.1,29.11,2796108,000001.SZ
2025-02-06,28.43,28.93,28.43,28.61,2653515,000001.SZ
2025-02-07,29.06,29.49,28.73,29.17,2753194,000001.SZ
2025-02-08,29.34,29.58,28.99,29.36,2417201,000001.SZ
2025-02-09,29.0,29.17,28.56,29.02,2937837,000001.SZ
2025-02-10,28.52,29.2,28.52,28.67,2816925,000001.SZ
2025-02-11,27.95,28.68,27.64,28.17,2918958,000001.SZ
2025-02-12,27.45,28.15,27.1,27.62,2384589,000001.SZ
2025-02-13,27.51,27.9,27.42,27.68,3111637,000001.SZ
2025-02-14,27.54,28.31,27.58,27.8,2720967,000001.SZ
2025-02-15,28.28,28.39,28.03,28.32,2320122,000001.SZ
2025-02-16,27.54,27.78,27.68,27.77,3146177,000001.SZ
2025-02-17,27.36,27.78,27.07,27.59,2274274,000001.SZ
2025-02-18,27.44,28.18,27.42,27.68,3072390,000001.SZ
2025-02-19,27.65,28.0,27.4,27.73,2986768,000001.SZ
2025-02-20,27.07,27.63,27.02,27.19,2767854,000001.SZ
2025-02-21,27.57,28.05,27.28,27.62,2751179,000001.SZ
2025-02-22,26.94,27.62,27.13,27.13,2582915,000001.SZ
2025-02-23,27.37,27.98,27.18,27.64,2536370,000001.SZ
2025-02-24,27.65,28.05,27.31,27.73,2804775,000001.SZ
2025-02-25,27.93,28.61,27.94,28.12,2940320,000001.SZ
2025-02-26,28.21,28.55,28.09,28.32,2615658,000001.SZ
2025-02-27,27.99,28.66,27.73,28.11,2798204,000001.SZ
2025-02-28,27.67,28.21,27.28,27.77,2589860,000001.SZ
2025-03-01,28.14,28.36,27.74,28.22,2841748,000001.SZ
2025-03-02,28.09,28.66,27.96,28.25,2990564,000001.SZ
2025-03-03,28.42,28.75,28.52,28.56,2741575,000001.SZ
2025-03-04,28.14,28.52,27.95,28.42,2219450,000001.SZ
2025-03-05,28.68,28.94,28.57,28.84,2869169,000001.SZ
2025-03-06,28.49,28.84,28.14,28.66,2374640,000001.SZ
2025-03-07,29.1,29.25,28.84,29.13,2408876,000001.SZ
2025-03-08,29.33,29.9,29.16,29.4,2356662,000001.SZ
2025-03-09,29.51,29.84,29.26,29.54,2383847,000001.SZ
2025-03-10,28.97,29.51,29.04,29.13,2798083,000001.SZ
2025-03-11,29.27,29.88,29.41,29.42,2371449,000001.SZ
2025-03-12,28.97,29.53,28.71,29.21,3066083,000001.SZ
2025-03-13,29.48,29.8,29.35,29.74,3016441,000001.SZ
2025-03-14,29.74,30.0,29.52,29.98,2785740,000001.SZ
2025-03-15,30.18,30.64,30.05,30.26,2411629,000001.SZ
2025-03-16,30.38,31.22,30.43,30.62,2610613,000001.SZ
2025-03-17,30.02,30.77,29.8,30.18,3096378,000001.SZ
2025-03-18,30.61,30.86,30.56,30.78,2717256,000001.SZ
2025-03-19,29.97,30.21,29.97,30.19,2305649,000001.SZ
2025-03-20,30.42,30.75,30.36,30.63,2873720,000001.SZ
2025-03-21,30.67,30.88,30.57,30.73,3190768,000001.SZ
2025-03-22,31.02,31.35,30.91,31.04,2622170,000001.SZ
2025-03-23,31.4,31.78,30.88,31.41,2451792,000001.SZ
2025-03-24,31.1,31.6,30.66,31.26,2934745,000001.SZ
2025-03-25,31.42,31.93,31.04,31.64,2168966,000001.SZ
2025-03-26,31.26,31.56,31.22,31.29,2419499,000001.SZ
2025-03-27,31.24,31.94,31.24,31.45,2991421,000001.SZ
2025-03-28,31.63,32.29,31.8,31.89,2592067,000001.SZ
2025-03-29,31.33,31.64,31.28,31.35,2154035,000001.SZ
2025-03-30,30.64,31.22,30.48,30.76,2940085,000001.SZ
2025-03-31,30.55,31.19,30.45,30.7,2644686,000001.SZ
2025-04-01,30.95,31.27,30.81,31.2,2174023,000001.SZ
2025-04-02,30.58,31.17,30.03,30.58,2709312,000001.SZ
2025-04-03,30.9,31.04,30.83,30.95,3111283,000001.SZ
