date,open,high,low,close,volume,symbol
2025-01-04,83.05,84.41,82.45,83.44,2354995,002241.SZ
2025-01-05,82.91,85.31,82.59,83.69,2444028,002241.SZ
2025-01-06,84.42,85.43,84.23,84.57,2064454,002241.SZ
2025-01-07,84.38,85.81,84.56,84.86,2795458,002241.SZ
2025-01-08,84.34,85.73,84.05,85.01,2367351,002241.SZ
2025-01-09,84.8,86.22,84.63,85.52,2692479,002241.SZ
2025-01-10,84.56,85.12,83.53,85.11,2553483,002241.SZ
2025-01-11,86.16,87.32,85.87,86.31,2454368,002241.SZ
2025-01-12,84.24,85.57,84.32,84.83,2514378,002241.SZ
2025-01-13,85.6,87.23,85.62,86.14,2754801,002241.SZ
2025-01-14,84.54,85.66,84.85,85.25,2318840,002241.SZ
2025-01-15,84.64,85.79,84.97,85.3,2605875,002241.SZ
2025-01-16,85.05,85.87,84.99,85.21,2591070,002241.SZ
2025-01-17,83.14,84.82,83.24,83.92,2422331,002241.SZ
2025-01-18,82.43,83.7,81.88,82.95,2312658,002241.SZ
2025-01-19,83.89,84.31,82.39,84.02,2224260,002241.SZ
2025-01-20,83.76,84.51,83.12,83.77,2678896,002241.SZ
2025-01-21,84.93,86.29,83.26,84.94,2416050,002241.SZ
2025-01-22,85.71,86.78,85.66,86.21,2344540,002241.SZ
2025-01-23,85.4,86.4,85.61,85.87,2445198,002241.SZ
2025-01-24,85.69,87.45,84.68,85.87,2039852,002241.SZ
2025-01-25,85.93,87.66,85.7,86.41,2161575,002241.SZ
2025-01-26,87.15,89.37,86.91,87.91,2604291,002241.SZ
2025-01-27,89.12,89.6,87.75,89.15,2768119,002241.SZ
2025-01-28,89.18,90.67,88.46,89.2,2714707,002241.SZ
2025-01-29,89.48,91.88,88.57,90.24,2701956,002241.SZ
2025-01-30,89.8,91.32,88.74,90.45,2669236,002241.SZ
2025-01-31,88.94,89.71,88.57,89.29,2189560,002241.SZ
2025-02-01,88.93,90.56,87.87,89.56,2074701,002241.SZ
2025-02-02,87.43,88.32,87.2,87.99,2741987,002241.SZ
2025-02-03,87.63,89.14,88.17,88.47,2268121,002241.SZ
2025-02-04,90.05,91.35,89.91,90.22,2610636,002241.SZ
2025-02-05,87.84,89.26,88.3,88.54,2808224,002241.SZ
2025-02-06,88.62,90.75,88.4,89.38,2555733,002241.SZ
