date,open,high,low,close,volume,symbol
2025-01-04,19.94,20.19,19.81,20.0,1426942,601318.SH
2025-01-05,19.67,19.87,19.45,19.68,1500667,601318.SH
2025-01-06,19.85,20.31,19.79,19.93,1404161,601318.SH
2025-01-07,19.66,19.72,19.61,19.72,1250148,601318.SH
2025-01-08,19.62,20.02,19.67,19.74,1504544,601318.SH
2025-01-09,19.42,19.78,19.21,19.53,1510089,601318.SH
2025-01-10,19.49,19.85,19.41,19.62,1163964,601318.SH
2025-01-11,19.65,20.02,19.74,19.75,1500278,601318.SH
2025-01-12,19.3,19.51,19.44,19.46,1293880,601318.SH
2025-01-13,19.54,19.75,19.26,19.58,1161974,601318.SH
2025-01-14,19.8,20.05,19.86,19.88,1518202,601318.SH
2025-01-15,19.93,20.45,19.87,20.07,1153070,601318.SH
2025-01-16,20.19,20.65,20.0,20.39,1084189,601318.SH
2025-01-17,20.73,21.06,20.63,20.79,1460010,601318.SH
2025-01-18,20.63,21.13,20.41,20.75,1049761,601318.SH
2025-01-19,20.52,20.6,20.54,20.59,1415516,601318.SH
2025-01-20,20.86,21.27,20.64,20.9,1423098,601318.SH
2025-01-21,20.35,20.84,20.44,20.5,1305899,601318.SH
2025-01-22,20.06,20.39,19.93,20.15,1147801,601318.SH
2025-01-23,19.81,20.28,19.85,19.95,1314370,601318.SH
2025-01-24,19.78,20.02,19.74,19.92,1157364,601318.SH
2025-01-25,20.09,20.6,20.18,20.21,1352388,601318.SH
2025-01-26,20.45,20.95,20.36,20.61,1358506,601318.SH
2025-01-27,20.28,20.45,20.14,20.38,1206092,601318.SH
2025-01-28,20.37,20.71,20.26,20.57,1181646,601318.SH
2025-01-29,20.29,20.86,20.14,20.46,1354510,601318.SH
2025-01-30,19.96,20.49,20.0,20.12,1424893,601318.SH
2025-01-31,19.92,20.28,19.56,19.92,1181558,601318.SH
2025-02-01,20.21,20.37,20.27,20.28,1295506,601318.SH
2025-02-02,20.18,20.54,20.12,20.38,1405518,601318.SH
2025-02-03,20.25,20.58,20.19,20.28,1054286,601318.SH
2025-02-04,20.27,20.41,20.19,20.29,1400223,601318.SH
2025-02-05,20.21,20.46,19.99,20.25,1051048,601318.SH
2025-02-06,19.91,20.02,19.84,20.01,1186253,601318.SH
2025-02-07,20.08,20.53,19.78,20.16,1279583,601318.SH
2025-02-08,20.09,20.37,19.99,20.24,1452428,601318.SH
2025-02-09,20.36,20.67,20.15,20.43,1095873,601318.SH
2025-02-10,20.5,20.77,20.51,20.61,1200196,601318.SH
2025-02-11,20.88,21.27,20.84,21.02,1422370,601318.SH
2025-02-12,21.09,21.53,20.86,21.22,1252267,601318.SH
2025-02-13,21.08,21.46,20.77,21.09,1433522,601318.SH
2025-02-14,20.71,20.79,20.41,20.78,1126149,601318.SH
2025-02-15,20.81,21.11,20.65,20.95,1415903,601318.SH
2025-02-16,20.36,20.7,20.42,20.55,1306194,601318.SH
2025-02-17,20.67,20.72,20.59,20.68,1128701,601318.SH
2025-02-18,20.81,21.39,20.85,21.0,1061538,601318.SH
2025-02-19,20.6,20.97,20.71,20.75,1500167,601318.SH
2025-02-20,20.49,20.56,20.32,20.54,1357343,601318.SH
2025-02-21,20.36,20.44,20.28,20.37,1280497,601318.SH
2025-02-22,20.54,20.8,20.38,20.55,1390032,601318.SH
2025-02-23,20.3,20.68,20.08,20.37,1394082,601318.SH
2025-02-24,20.15,20.54,19.9,20.29,1070316,601318.SH
2025-02-25,20.51,20.9,20.49,20.59,1085533,601318.SH
2025-02-26,20.46,20.89,20.12,20.5,1498028,601318.SH
2025-02-27,20.52,20.78,20.43,20.67,1370436,601318.SH
2025-02-28,20.97,21.09,20.75,21.0,1255619,601318.SH
2025-03-01,21.2,21.5,21.2,21.27,1400819,601318.SH
2025-03-02,21.55,21.9,21.61,21.69,1082813,601318.SH
2025-03-03,21.42,21.72,21.3,21.55,1247422,601318.SH
2025-03-04,21.02,21.35,20.82,21.17,1191475,601318.SH
2025-03-05,21.17,21.57,20.96,21.32,1289499,601318.SH
2025-03-06,21.42,21.96,21.47,21.63,1403010,601318.SH
2025-03-07,21.64,21.87,21.55,21.76,1522557,601318.SH
2025-03-08,21.27,21.56,21.37,21.45,1122684,601318.SH
2025-03-09,21.6,21.84,21.65,21.66,1198934,601318.SH
2025-03-10,21.17,21.55,21.33,21.36,1087435,601318.SH
