date,open,high,low,close,volume,symbol
2025-01-03,60.88,61.93,60.16,61.24,3158688,300759.SZ
2025-01-04,60.9,61.36,60.86,61.31,3321973,300759.SZ
2025-01-05,61.84,63.09,61.48,62.28,2878580,300759.SZ
2025-01-06,61.73,62.72,61.08,62.14,2472370,300759.SZ
2025-01-07,61.66,62.06,61.61,62.04,2869434,300759.SZ
2025-01-08,62.16,62.67,62.29,62.36,3276713,300759.SZ
2025-01-09,62.32,62.89,61.52,62.33,2502885,300759.SZ
2025-01-10,62.16,63.0,61.76,62.72,2906751,300759.SZ
2025-01-11,62.27,63.45,62.15,62.29,2817895,300759.SZ
2025-01-12,62.34,63.14,62.19,62.82,3310759,300759.SZ
2025-01-13,61.42,62.33,60.76,61.59,2943064,300759.SZ
2025-01-14,59.95,60.58,59.57,60.5,2268473,300759.SZ
2025-01-15,61.63,62.68,60.85,61.66,2632739,300759.SZ
2025-01-16,62.59,63.01,61.73,62.88,3170730,300759.SZ
2025-01-17,63.2,63.88,63.1,63.76,2963255,300759.SZ
2025-01-18,63.43,64.52,62.84,63.56,2997712,300759.SZ
2025-01-19,63.81,65.19,63.98,64.2,2472588,300759.SZ
2025-01-20,65.19,66.56,64.6,65.3,2337463,300759.SZ
2025-01-21,65.82,66.93,65.29,65.97,3132856,300759.SZ
2025-01-22,64.82,65.34,64.78,65.13,2886027,300759.SZ
2025-01-23,64.63,65.13,63.58,64.8,3283428,300759.SZ
2025-01-24,64.21,65.52,63.92,64.4,2645892,300759.SZ
2025-01-25,63.53,64.56,63.36,63.94,3064208,300759.SZ
2025-01-26,63.4,65.07,63.73,63.82,2733156,300759.SZ
2025-01-27,63.26,63.73,63.46,63.47,2989305,300759.SZ
2025-01-28,64.22,65.4,62.97,64.23,2929162,300759.SZ
2025-01-29,64.61,66.04,64.0,65.02,2874453,300759.SZ
2025-01-30,64.53,65.18,63.62,64.61,2304224,300759.SZ
2025-01-31,65.33,65.35,64.23,65.34,2375179,300759.SZ
2025-02-01,64.84,66.02,63.84,64.93,2449913,300759.SZ
2025-02-02,63.95,64.37,64.03,64.37,3136589,300759.SZ
2025-02-03,64.52,65.77,63.87,65.0,2313802,300759.SZ
2025-02-04,64.65,65.41,64.63,64.93,2296148,300759.SZ
2025-02-05,64.52,65.41,64.52,64.68,2884450,300759.SZ
2025-02-06,64.54,65.19,64.26,64.76,3299954,300759.SZ
2025-02-07,63.11,64.1,63.34,63.55,3328530,300759.SZ
2025-02-08,64.46,65.4,64.17,64.7,3024987,300759.SZ
2025-02-09,63.21,64.49,63.29,63.71,2559619,300759.SZ
2025-02-10,64.64,66.0,63.63,64.75,2968349,300759.SZ
2025-02-11,65.65,67.14,65.44,65.9,2541384,300759.SZ
2025-02-12,66.38,66.91,65.79,66.66,3130423,300759.SZ
2025-02-13,66.52,67.27,65.52,66.77,2878332,300759.SZ
2025-02-14,67.42,69.25,67.13,67.9,3397753,300759.SZ
2025-02-15,68.75,70.06,67.78,68.91,3178181,300759.SZ
2025-02-16,68.17,69.4,68.22,68.71,3400911,300759.SZ
2025-02-17,69.83,70.02,68.88,69.83,3018125,300759.SZ
2025-02-18,69.2,70.51,69.25,69.41,2679616,300759.SZ
2025-02-19,70.09,71.23,69.53,70.46,3112810,300759.SZ
2025-02-20,70.8,72.48,70.68,71.09,2672713,300759.SZ
2025-02-21,72.02,73.05,71.6,72.34,2334520,300759.SZ
2025-02-22,73.09,74.24,72.35,73.73,3015164,300759.SZ
2025-02-23,74.38,75.22,74.98,75.11,3088356,300759.SZ
2025-02-24,74.99,76.62,74.42,75.36,2431114,300759.SZ
2025-02-25,73.88,74.48,73.67,74.3,3004176,300759.SZ
2025-02-26,73.2,74.23,73.23,73.51,3205570,300759.SZ
2025-02-27,73.12,74.39,72.2,73.31,3009374,300759.SZ
2025-02-28,73.14,74.95,72.81,73.72,2675830,300759.SZ
2025-03-01,74.35,74.69,73.06,74.39,2519923,300759.SZ
2025-03-02,73.24,74.31,73.22,73.91,2810508,300759.SZ
2025-03-03,72.84,74.33,72.98,73.25,2802991,300759.SZ
2025-03-04,74.64,75.88,74.48,74.67,3222534,300759.SZ
2025-03-05,75.39,76.22,75.09,75.74,2592225,300759.SZ
2025-03-06,76.44,77.55,75.61,76.65,3346908,300759.SZ
2025-03-07,77.32,79.04,76.1,77.63,2595392,300759.SZ
2025-03-08,75.65,76.99,75.66,76.4,2825290,300759.SZ
2025-03-09,74.92,76.1,74.42,75.05,2485983,300759.SZ
2025-03-10,74.94,75.97,74.32,74.96,2962644,300759.SZ
2025-03-11,73.04,74.17,72.91,73.6,2876753,300759.SZ
2025-03-12,73.78,74.9,73.91,74.31,2944379,300759.SZ
2025-03-13,73.45,75.06,72.76,73.87,2448602,300759.SZ
2025-03-14,74.64,75.45,73.73,74.92,3015213,300759.SZ
2025-03-15,73.88,74.83,73.83,74.49,2367931,300759.SZ
2025-03-16,75.39,76.05,74.75,75.94,3115516,300759.SZ
2025-03-17,74.64,75.58,73.68,75.05,3152191,300759.SZ
2025-03-18,75.37,75.91,75.67,75.7,3353412,300759.SZ
2025-03-19,75.44,76.64,75.07,76.11,3240403,300759.SZ
2025-03-20,77.52,77.93,77.4,77.56,3182643,300759.SZ
2025-03-21,78.6,79.42,77.69,78.6,3218433,300759.SZ
2025-03-22,78.71,80.32,78.47,79.05,2854813,300759.SZ
2025-03-23,78.68,80.21,78.08,78.95,2865817,300759.SZ
2025-03-24,78.07,79.81,78.25,78.73,2577208,300759.SZ
2025-03-25,77.71,79.03,76.91,78.38,2956031,300759.SZ
2025-03-26,77.24,79.18,77.55,77.76,2484979,300759.SZ
2025-03-27,77.78,78.85,77.34,77.91,2729625,300759.SZ
2025-03-28,77.03,77.62,76.4,77.04,2439440,300759.SZ
2025-03-29,75.47,77.06,75.04,75.86,2578702,300759.SZ
2025-03-30,76.88,77.92,75.8,76.88,2918931,300759.SZ
2025-03-31,76.59,77.66,76.8,77.33,2574786,300759.SZ
2025-04-01,77.94,79.22,78.21,78.37,2577183,300759.SZ
2025-04-02,77.16,78.54,76.24,77.73,2790435,300759.SZ
