date,open,high,low,close,volume,symbol
2025-01-03,45.55,45.79,44.89,45.64,2559661,000858.SZ
2025-01-04,45.99,46.95,45.99,46.39,2808614,000858.SZ
2025-01-05,45.5,45.67,44.93,45.55,2690650,000858.SZ
2025-01-06,45.33,46.2,45.08,45.57,2859283,000858.SZ
2025-01-07,45.19,46.08,44.8,45.42,3348832,000858.SZ
2025-01-08,44.94,45.04,44.87,45.02,2970064,000858.SZ
2025-01-09,45.21,46.22,45.33,45.64,3093436,000858.SZ
2025-01-10,45.51,46.15,44.68,45.58,2763124,000858.SZ
2025-01-11,44.84,45.26,44.39,45.14,3257260,000858.SZ
2025-01-12,45.24,46.13,45.26,45.49,3085710,000858.SZ
2025-01-13,46.02,46.87,45.57,46.03,2943631,000858.SZ
2025-01-14,46.34,46.65,46.12,46.61,2918939,000858.SZ
2025-01-15,46.84,47.58,46.29,46.89,3603913,000858.SZ
2025-01-16,46.1,46.54,45.38,46.16,2544010,000858.SZ
2025-01-17,46.18,47.27,45.96,46.54,3366676,000858.SZ
2025-01-18,45.94,46.43,45.84,46.18,2849225,000858.SZ
2025-01-19,46.28,47.06,46.29,46.47,3233020,000858.SZ
2025-01-20,46.21,47.39,46.37,46.59,3067560,000858.SZ
2025-01-21,46.68,47.66,46.43,47.03,3644263,000858.SZ
2025-01-22,47.86,48.73,47.9,47.96,2764114,000858.SZ
2025-01-23,47.99,48.25,47.89,48.07,3417909,000858.SZ
2025-01-24,47.72,48.19,47.63,48.13,2870482,000858.SZ
2025-01-25,47.85,48.77,47.39,48.29,3330908,000858.SZ
2025-01-26,48.26,49.49,48.59,48.71,3395309,000858.SZ
2025-01-27,49.54,50.06,48.98,49.58,3211776,000858.SZ
2025-01-28,49.4,50.25,49.04,49.8,2654612,000858.SZ
2025-01-29,50.29,51.17,49.9,50.41,2801808,000858.SZ
2025-01-30,49.28,50.09,49.21,49.58,3129500,000858.SZ
2025-01-31,50.06,50.73,49.24,50.15,3447386,000858.SZ
2025-02-01,50.46,51.33,50.14,50.84,3613796,000858.SZ
2025-02-02,51.33,51.93,50.82,51.41,2710929,000858.SZ
2025-02-03,51.54,52.24,50.83,51.63,3192612,000858.SZ
2025-02-04,52.55,52.94,52.09,52.56,3280122,000858.SZ
2025-02-05,52.31,53.38,52.62,52.83,3643870,000858.SZ
2025-02-06,51.65,52.06,50.96,51.92,2829078,000858.SZ
2025-02-07,51.95,52.76,51.53,52.43,2750559,000858.SZ
2025-02-08,51.9,53.01,52.3,52.4,3484470,000858.SZ
