date,open,high,low,close,volume,symbol
2025-01-04,38.71,39.51,38.34,38.82,1083704,600763.SH
2025-01-05,39.07,39.99,39.17,39.35,1293514,600763.SH
2025-01-06,39.36,39.82,38.94,39.39,1442257,600763.SH
2025-01-07,39.63,40.25,39.34,39.87,1016099,600763.SH
2025-01-08,39.04,39.49,38.74,39.43,1081525,600763.SH
2025-01-09,39.75,40.23,39.39,39.89,1386096,600763.SH
2025-01-10,40.12,41.06,40.39,40.4,1419292,600763.SH
2025-01-11,40.36,40.97,40.27,40.66,1412268,600763.SH
2025-01-12,40.6,41.11,40.22,40.96,1213487,600763.SH
2025-01-13,40.58,41.34,40.18,40.58,1450957,600763.SH
2025-01-14,40.71,41.2,40.36,41.07,1241786,600763.SH
2025-01-15,40.78,41.87,40.71,41.15,1441646,600763.SH
2025-01-16,40.81,41.87,40.42,41.1,1147605,600763.SH
2025-01-17,41.54,41.97,41.26,41.76,1222621,600763.SH
2025-01-18,42.51,43.42,42.32,42.57,1163080,600763.SH
2025-01-19,41.51,42.66,41.08,41.85,1242280,600763.SH
2025-01-20,41.93,42.34,41.63,41.96,1146877,600763.SH
2025-01-21,41.11,42.02,40.56,41.35,1198498,600763.SH
2025-01-22,40.79,41.39,40.82,41.04,1036542,600763.SH
2025-01-23,41.3,41.73,40.76,41.39,1392496,600763.SH
2025-01-24,40.25,40.97,40.39,40.58,1253748,600763.SH
2025-01-25,40.38,40.76,40.15,40.43,1182978,600763.SH
2025-01-26,39.92,40.39,39.97,40.24,1086040,600763.SH
2025-01-27,40.21,41.37,39.93,40.56,1434700,600763.SH
2025-01-28,40.1,41.15,40.12,40.45,1354094,600763.SH
2025-01-29,40.1,40.54,39.85,40.41,1348398,600763.SH
2025-01-30,40.34,40.92,39.79,40.37,1161010,600763.SH
2025-01-31,40.75,41.33,40.29,41.05,1020037,600763.SH
2025-02-01,40.19,41.02,39.67,40.29,1470796,600763.SH
2025-02-02,40.29,40.61,40.17,40.47,1084745,600763.SH
2025-02-03,40.04,40.83,39.97,40.38,1309004,600763.SH
2025-02-04,40.99,41.22,40.62,41.09,1402261,600763.SH
2025-02-05,41.19,42.04,41.24,41.5,1321035,600763.SH
2025-02-06,41.32,42.38,41.06,41.7,1152155,600763.SH
2025-02-07,41.76,42.49,41.29,42.0,1204778,600763.SH
2025-02-08,41.31,41.68,40.66,41.33,1394448,600763.SH
2025-02-09,40.83,41.5,40.55,41.14,1227975,600763.SH
2025-02-10,41.12,41.26,41.21,41.25,988203,600763.SH
2025-02-11,41.57,41.77,41.11,41.76,1462110,600763.SH
2025-02-12,41.46,42.49,41.07,41.86,1162526,600763.SH
2025-02-13,42.51,42.69,41.89,42.69,1290711,600763.SH
2025-02-14,43.28,43.55,43.04,43.35,1397261,600763.SH
2025-02-15,43.8,44.9,44.1,44.18,1064266,600763.SH
2025-02-16,43.58,43.89,42.99,43.84,1025900,600763.SH
2025-02-17,43.17,43.39,42.88,43.37,1022119,600763.SH
2025-02-18,43.5,44.1,43.15,43.81,1106099,600763.SH
2025-02-19,43.65,44.06,43.31,43.81,1357088,600763.SH
2025-02-20,42.92,43.41,42.7,43.19,1416986,600763.SH
2025-02-21,42.31,42.56,41.68,42.5,1361858,600763.SH
2025-02-22,41.73,42.42,42.06,42.06,1057753,600763.SH
2025-02-23,41.85,41.93,41.23,41.85,1132270,600763.SH
2025-02-24,41.92,42.19,41.23,41.94,1074927,600763.SH
2025-02-25,41.73,42.23,41.7,42.07,1049467,600763.SH
2025-02-26,41.87,42.48,41.59,42.27,1418914,600763.SH
2025-02-27,42.41,42.89,42.45,42.62,1051834,600763.SH
2025-02-28,42.13,42.83,42.06,42.4,1464765,600763.SH
2025-03-01,42.6,43.09,42.05,42.73,1457684,600763.SH
2025-03-02,42.94,43.26,42.53,43.2,1468589,600763.SH
2025-03-03,42.35,42.78,42.16,42.35,1190419,600763.SH
2025-03-04,41.9,42.06,42.0,42.04,1091291,600763.SH
2025-03-05,42.02,42.96,41.64,42.35,1360328,600763.SH
2025-03-06,42.9,43.9,42.99,43.09,1391118,600763.SH
2025-03-07,42.7,42.78,42.28,42.74,1470244,600763.SH
2025-03-08,43.44,43.72,42.65,43.45,1055338,600763.SH
2025-03-09,44.21,44.92,44.1,44.28,1211950,600763.SH
2025-03-10,43.66,44.85,43.84,43.99,1476879,600763.SH
2025-03-11,43.16,43.96,42.44,43.23,1116554,600763.SH
2025-03-12,42.64,42.78,42.69,42.69,1084208,600763.SH
2025-03-13,43.32,44.16,42.61,43.48,1476779,600763.SH
2025-03-14,44.02,44.62,43.64,44.25,1195539,600763.SH
2025-03-15,43.53,44.59,43.81,43.89,1043766,600763.SH
2025-03-16,43.69,44.09,43.51,44.01,1023101,600763.SH
2025-03-17,43.08,43.79,42.82,43.15,1297397,600763.SH
2025-03-18,43.01,43.97,43.11,43.21,1424971,600763.SH
2025-03-19,42.98,43.89,42.95,43.19,1197991,600763.SH
2025-03-20,42.43,42.72,41.71,42.53,1190455,600763.SH
2025-03-21,43.17,43.61,42.78,43.25,1468735,600763.SH
2025-03-22,43.51,44.48,43.48,43.93,1403594,600763.SH
2025-03-23,43.7,44.22,43.07,43.92,1396119,600763.SH
2025-03-24,43.76,44.28,43.57,43.83,1064237,600763.SH
2025-03-25,42.76,43.8,42.53,43.14,1191846,600763.SH
2025-03-26,43.27,43.7,43.49,43.5,1023432,600763.SH
2025-03-27,43.23,43.76,43.16,43.57,1473265,600763.SH
2025-03-28,44.4,45.12,43.61,44.43,1474531,600763.SH
2025-03-29,45.26,45.88,45.07,45.29,1248086,600763.SH
2025-03-30,44.89,45.48,44.53,45.2,1069948,600763.SH
2025-03-31,44.77,45.12,44.42,44.95,1216523,600763.SH
2025-04-01,44.65,45.65,44.07,44.96,984720,600763.SH
2025-04-02,45.07,46.01,44.77,45.23,1327048,600763.SH
2025-04-03,45.94,46.25,45.66,46.05,1039405,600763.SH
